zip5,county_fips,CBSA Code,CBSA Title
63061,29071,41180,"St. Louis, MO-IL"
33016,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
60459,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
98406,53053,42660,"Seattle-Tacoma-Bellevue, WA"
64127,29095,28140,"Kansas City, MO-KS"
33765,12103,45300,"Tampa-St. Petersburg-Clearwater, FL"
62963,17153,,
46407,18089,16980,"Chicago-Naperville-Elgin, IL-IN"
26215,54101,,
95443,06033,17340,"Clearlake, CA"
25103,54039,16620,"Charleston, WV"
77468,48321,13060,"Bay City, TX"
17113,42043,25420,"Harrisburg-Carlisle, PA"
72082,05145,42620,"Searcy, AR"
06106,09003,,
16672,42009,,
49876,26043,27020,"Iron Mountain, MI-WI"
21225,24003,12580,"Baltimore-Columbia-Towson, MD"
72068,05145,42620,"Searcy, AR"
33133,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
72391,05093,14180,"Blytheville, AR"
11559,36059,35620,"New York-Newark-Jersey City, NY-NJ"
96728,15001,25900,"Hilo-Kailua, HI"
91306,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
43231,39049,18140,"Columbus, OH"
12979,36019,38460,"Plattsburgh, NY"
18517,42069,42540,"Scranton--Wilkes-Barre, PA"
32569,12091,18880,"Crestview-Fort Walton Beach-Destin, FL"
11510,36059,35620,"New York-Newark-Jersey City, NY-NJ"
28729,37089,11700,"Asheville, NC"
41567,21195,38210,"Pikeville, KY"
93235,06107,47300,"Visalia, CA"
43227,39049,18140,"Columbus, OH"
76250,48097,23620,"Gainesville, TX"
10913,36087,35620,"New York-Newark-Jersey City, NY-NJ"
46280,18057,26900,"Indianapolis-Carmel-Greenwood, IN"
53143,55059,28450,"Kenosha, WI"
18454,42127,,
48026,26099,19820,"Detroit-Warren-Dearborn, MI"
44110,39035,17410,"Cleveland, OH"
61610,17179,37900,"Peoria, IL"
78352,48409,18580,"Corpus Christi, TX"
20784,24033,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
12204,36001,10580,"Albany-Schenectady-Troy, NY"
00962,72033,41980,"San Juan-Bayamón-Caguas, PR"
12520,36071,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
74130,40143,46140,"Tulsa, OK"
03064,33011,31700,"Manchester-Nashua, NH"
17538,42071,29540,"Lancaster, PA"
33603,12057,45300,"Tampa-St. Petersburg-Clearwater, FL"
19054,42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
11003,36059,35620,"New York-Newark-Jersey City, NY-NJ"
89109,32003,29820,"Las Vegas-Henderson-North Las Vegas, NV"
91722,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
78661,48055,12420,"Austin-Round Rock-San Marcos, TX"
41643,21119,,
22204,51013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
85707,04019,46060,"Tucson, AZ"
98663,53011,38900,"Portland-Vancouver-Hillsboro, OR-WA"
55107,27123,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
40243,21111,31140,"Louisville/Jefferson County, KY-IN"
96928,66010,,
06051,09003,,
11941,36103,35620,"New York-Newark-Jersey City, NY-NJ"
90043,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
41274,21115,,
20886,24031,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
98405,53053,42660,"Seattle-Tacoma-Bellevue, WA"
22448,51099,,
17978,42043,25420,"Harrisburg-Carlisle, PA"
13208,36067,45060,"Syracuse, NY"
23504,51710,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
78231,48029,41700,"San Antonio-New Braunfels, TX"
73001,40015,,
94306,06085,41940,"San Jose-Sunnyvale-Santa Clara, CA"
03907,23031,38860,"Portland-South Portland, ME"
07735,34025,35620,"New York-Newark-Jersey City, NY-NJ"
01376,25011,24640,"Greenfield, MA"
48043,26099,19820,"Detroit-Warren-Dearborn, MI"
49848,26109,31940,"Marinette, WI-MI"
07946,34027,35620,"New York-Newark-Jersey City, NY-NJ"
60026,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
33316,12011,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
60429,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
20895,24031,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
84724,49041,,
04554,23015,,
53212,55079,33340,"Milwaukee-Waukesha, WI"
65740,29213,14700,"Branson, MO"
11944,36103,35620,"New York-Newark-Jersey City, NY-NJ"
95118,06085,41940,"San Jose-Sunnyvale-Santa Clara, CA"
44103,39035,17410,"Cleveland, OH"
90803,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
13206,36067,45060,"Syracuse, NY"
24830,54047,,
91423,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
85031,04013,38060,"Phoenix-Mesa-Chandler, AZ"
99585,02158,,
78622,48055,12420,"Austin-Round Rock-San Marcos, TX"
14621,36055,40380,"Rochester, NY"
94597,06013,41860,"San Francisco-Oakland-Fremont, CA"
80025,08013,14500,"Boulder, CO"
28735,37089,11700,"Asheville, NC"
98043,53061,42660,"Seattle-Tacoma-Bellevue, WA"
11975,36103,35620,"New York-Newark-Jersey City, NY-NJ"
48125,26163,19820,"Detroit-Warren-Dearborn, MI"
90266,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
08093,34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
06390,36103,35620,"New York-Newark-Jersey City, NY-NJ"
00957,72021,41980,"San Juan-Bayamón-Caguas, PR"
18518,42069,42540,"Scranton--Wilkes-Barre, PA"
15229,42003,38300,"Pittsburgh, PA"
06114,09003,,
92610,06059,31080,"Los Angeles-Long Beach-Anaheim, CA"
21826,24045,41540,"Salisbury, MD"
85014,04013,38060,"Phoenix-Mesa-Chandler, AZ"
11752,36103,35620,"New York-Newark-Jersey City, NY-NJ"
05408,50007,15540,"Burlington-South Burlington, VT"
45232,39061,17140,"Cincinnati, OH-KY-IN"
66206,20091,28140,"Kansas City, MO-KS"
22730,51113,,
97213,41051,38900,"Portland-Vancouver-Hillsboro, OR-WA"
02472,25017,14460,"Boston-Cambridge-Newton, MA-NH"
21719,24043,25180,"Hagerstown-Martinsburg, MD-WV"
90026,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
07067,34023,35620,"New York-Newark-Jersey City, NY-NJ"
55411,27053,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
60641,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
26266,54101,,
07645,34003,35620,"New York-Newark-Jersey City, NY-NJ"
02721,25005,39300,"Providence-Warwick, RI-MA"
10305,36085,35620,"New York-Newark-Jersey City, NY-NJ"
16911,42117,,
40824,21095,,
42153,21003,14540,"Bowling Green, KY"
55407,27053,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
44112,39035,17410,"Cleveland, OH"
11561,36059,35620,"New York-Newark-Jersey City, NY-NJ"
02189,25021,14460,"Boston-Cambridge-Newton, MA-NH"
41622,21071,38210,"Pikeville, KY"
23129,51075,40060,"Richmond, VA"
56541,27107,,
19086,42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
22732,51113,,
37845,47129,28940,"Knoxville, TN"
76711,48309,47380,"Waco, TX"
33609,12057,45300,"Tampa-St. Petersburg-Clearwater, FL"
55108,27123,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
23426,51001,,
02812,44009,39300,"Providence-Warwick, RI-MA"
04677,23009,,
84332,49005,30860,"Logan, UT-ID"
63743,29031,16020,"Cape Girardeau, MO-IL"
07092,34039,35620,"New York-Newark-Jersey City, NY-NJ"
41543,21195,38210,"Pikeville, KY"
21676,24041,20660,"Easton, MD"
32735,12069,36740,"Orlando-Kissimmee-Sanford, FL"
95824,06067,40900,"Sacramento-Roseville-Folsom, CA"
74129,40143,46140,"Tulsa, OK"
60546,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
16146,42085,25850,"Hermitage, PA"
76263,48097,23620,"Gainesville, TX"
30324,13121,12060,"Atlanta-Sandy Springs-Roswell, GA"
60422,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
76490,48367,19100,"Dallas-Fort Worth-Arlington, TX"
46225,18097,26900,"Indianapolis-Carmel-Greenwood, IN"
68118,31055,36540,"Omaha, NE-IA"
20764,24003,12580,"Baltimore-Columbia-Towson, MD"
60070,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
66115,20209,28140,"Kansas City, MO-KS"
49886,26109,31940,"Marinette, WI-MI"
85045,04013,38060,"Phoenix-Mesa-Chandler, AZ"
95842,06067,40900,"Sacramento-Roseville-Folsom, CA"
29904,45013,25940,"Hilton Head Island-Bluffton-Port Royal, SC"
19703,10003,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
64165,29047,28140,"Kansas City, MO-KS"
07974,34039,35620,"New York-Newark-Jersey City, NY-NJ"
45405,39113,19430,"Dayton-Kettering-Beavercreek, OH"
85006,04013,38060,"Phoenix-Mesa-Chandler, AZ"
53211,55079,33340,"Milwaukee-Waukesha, WI"
11753,36059,35620,"New York-Newark-Jersey City, NY-NJ"
11751,36103,35620,"New York-Newark-Jersey City, NY-NJ"
60647,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
28449,37129,48900,"Wilmington, NC"
01854,25017,14460,"Boston-Cambridge-Newton, MA-NH"
92843,06059,31080,"Los Angeles-Long Beach-Anaheim, CA"
07512,34031,35620,"New York-Newark-Jersey City, NY-NJ"
53191,55127,48580,"Whitewater-Elkhorn, WI"
77551,48167,26420,"Houston-Pasadena-The Woodlands, TX"
08812,34035,35620,"New York-Newark-Jersey City, NY-NJ"
91945,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
94973,06041,41860,"San Francisco-Oakland-Fremont, CA"
48215,26163,19820,"Detroit-Warren-Dearborn, MI"
76164,48439,19100,"Dallas-Fort Worth-Arlington, TX"
07072,34003,35620,"New York-Newark-Jersey City, NY-NJ"
02556,25001,12700,"Barnstable Town, MA"
19902,10001,20100,"Dover, DE"
16332,42031,,
25262,54035,,
75493,48449,34420,"Mount Pleasant, TX"
12759,36105,33910,"Monticello, NY"
08033,34007,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
13806,36025,,
16849,42033,20180,"DuBois, PA"
34237,12115,35840,"North Port-Bradenton-Sarasota, FL"
14211,36029,15380,"Buffalo-Cheektowaga, NY"
71480,22059,,
41527,21195,38210,"Pikeville, KY"
19027,42091,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
65784,29153,,
77012,48201,26420,"Houston-Pasadena-The Woodlands, TX"
95128,06085,41940,"San Jose-Sunnyvale-Santa Clara, CA"
33616,12057,45300,"Tampa-St. Petersburg-Clearwater, FL"
33480,12099,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
36602,01097,33660,"Mobile, AL"
22202,51013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
10465,36005,35620,"New York-Newark-Jersey City, NY-NJ"
80207,08031,19740,"Denver-Aurora-Centennial, CO"
33125,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
63074,29189,41180,"St. Louis, MO-IL"
70352,22109,26380,"Houma-Bayou Cane-Thibodaux, LA"
53213,55079,33340,"Milwaukee-Waukesha, WI"
10530,36119,35620,"New York-Newark-Jersey City, NY-NJ"
60521,17043,16980,"Chicago-Naperville-Elgin, IL-IN"
52233,19113,16300,"Cedar Rapids, IA"
60636,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
48081,26099,19820,"Detroit-Warren-Dearborn, MI"
14207,36029,15380,"Buffalo-Cheektowaga, NY"
95605,06113,40900,"Sacramento-Roseville-Folsom, CA"
23707,51740,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
28480,37129,48900,"Wilmington, NC"
95841,06067,40900,"Sacramento-Roseville-Folsom, CA"
71103,22017,43340,"Shreveport-Bossier City, LA"
33062,12011,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
35222,01073,13820,"Birmingham, AL"
07065,34039,35620,"New York-Newark-Jersey City, NY-NJ"
16860,42033,20180,"DuBois, PA"
12548,36111,28740,"Kingston, NY"
25062,54081,13220,"Beckley, WV"
00979,72031,41980,"San Juan-Bayamón-Caguas, PR"
07843,34037,35620,"New York-Newark-Jersey City, NY-NJ"
11580,36059,35620,"New York-Newark-Jersey City, NY-NJ"
60526,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
25264,54053,,
98571,53027,10140,"Aberdeen, WA"
34103,12021,34940,"Naples-Marco Island, FL"
96716,15007,28180,"Kapaa, HI"
85535,04009,40940,"Safford, AZ"
39202,28049,27140,"Jackson, MS"
07040,34013,35620,"New York-Newark-Jersey City, NY-NJ"
12460,36001,10580,"Albany-Schenectady-Troy, NY"
98117,53033,42660,"Seattle-Tacoma-Bellevue, WA"
90019,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
12823,36115,24020,"Glens Falls, NY"
63866,29143,,
15217,42003,38300,"Pittsburgh, PA"
50038,19049,19780,"Des Moines-West Des Moines, IA"
61079,17201,40420,"Rockford, IL"
18920,42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
02188,25021,14460,"Boston-Cambridge-Newton, MA-NH"
94061,06081,41860,"San Francisco-Oakland-Fremont, CA"
11724,36103,35620,"New York-Newark-Jersey City, NY-NJ"
95818,06067,40900,"Sacramento-Roseville-Folsom, CA"
75207,48113,19100,"Dallas-Fort Worth-Arlington, TX"
95226,06009,,
16852,42027,44300,"State College, PA"
75054,48439,19100,"Dallas-Fort Worth-Arlington, TX"
25915,54081,13220,"Beckley, WV"
66214,20091,28140,"Kansas City, MO-KS"
78248,48029,41700,"San Antonio-New Braunfels, TX"
77547,48201,26420,"Houston-Pasadena-The Woodlands, TX"
77440,48321,13060,"Bay City, TX"
19056,42017,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
80232,08059,19740,"Denver-Aurora-Centennial, CO"
08051,34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
70115,22071,35380,"New Orleans-Metairie, LA"
91780,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
72527,05063,12900,"Batesville, AR"
91792,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
98105,53033,42660,"Seattle-Tacoma-Bellevue, WA"
06706,09009,,
14220,36029,15380,"Buffalo-Cheektowaga, NY"
16416,42123,47620,"Warren, PA"
44113,39035,17410,"Cleveland, OH"
08052,34005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
40212,21111,31140,"Louisville/Jefferson County, KY-IN"
92865,06059,31080,"Los Angeles-Long Beach-Anaheim, CA"
77005,48201,26420,"Houston-Pasadena-The Woodlands, TX"
28682,37035,25860,"Hickory-Lenoir-Morganton, NC"
78074,48259,41700,"San Antonio-New Braunfels, TX"
63139,29510,41180,"St. Louis, MO-IL"
36603,01097,33660,"Mobile, AL"
33483,12099,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
02452,25017,14460,"Boston-Cambridge-Newton, MA-NH"
17214,42055,16540,"Chambersburg, PA"
12084,36001,10580,"Albany-Schenectady-Troy, NY"
10518,36119,35620,"New York-Newark-Jersey City, NY-NJ"
25040,54019,13220,"Beckley, WV"
76054,48439,19100,"Dallas-Fort Worth-Arlington, TX"
12863,36091,10580,"Albany-Schenectady-Troy, NY"
15730,42065,,
35061,01073,13820,"Birmingham, AL"
44117,39035,17410,"Cleveland, OH"
60616,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
33973,12071,15980,"Cape Coral-Fort Myers, FL"
33715,12103,45300,"Tampa-St. Petersburg-Clearwater, FL"
91731,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
75865,48455,,
84656,49027,,
77068,48201,26420,"Houston-Pasadena-The Woodlands, TX"
90606,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
60022,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
60471,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
12801,36113,24020,"Glens Falls, NY"
91108,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
99518,02020,11260,"Anchorage, AK"
33013,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
47807,18167,45460,"Terre Haute, IN"
13861,36077,36580,"Oneonta, NY"
72207,05119,30780,"Little Rock-North Little Rock-Conway, AR"
18821,42115,,
10528,36119,35620,"New York-Newark-Jersey City, NY-NJ"
75240,48113,19100,"Dallas-Fort Worth-Arlington, TX"
07042,34013,35620,"New York-Newark-Jersey City, NY-NJ"
56375,27145,41060,"St. Cloud, MN"
07732,34025,35620,"New York-Newark-Jersey City, NY-NJ"
91104,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
10919,36071,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY"
23325,51550,47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC"
26289,54093,,
13210,36067,45060,"Syracuse, NY"
14816,36015,21300,"Elmira, NY"
25977,54089,,
55043,27163,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
60625,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
72227,05119,30780,"Little Rock-North Little Rock-Conway, AR"
33778,12103,45300,"Tampa-St. Petersburg-Clearwater, FL"
19601,42011,39740,"Reading, PA"
24861,54047,,
22723,51113,,
72085,05145,42620,"Searcy, AR"
02873,44009,39300,"Providence-Warwick, RI-MA"
10301,36085,35620,"New York-Newark-Jersey City, NY-NJ"
04544,23015,,
90247,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
60621,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
49629,26009,,
75001,48113,19100,"Dallas-Fort Worth-Arlington, TX"
90602,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
82430,56017,,
48240,26163,19820,"Detroit-Warren-Dearborn, MI"
60631,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
33019,12011,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
02905,44007,39300,"Providence-Warwick, RI-MA"
22433,51137,29470,"Lake of the Woods, VA"
95652,06067,40900,"Sacramento-Roseville-Folsom, CA"
30307,13089,12060,"Atlanta-Sandy Springs-Roswell, GA"
43212,39049,18140,"Columbus, OH"
17217,42055,16540,"Chambersburg, PA"
78123,48187,41700,"San Antonio-New Braunfels, TX"
01609,25027,49340,"Worcester, MA"
07001,34023,35620,"New York-Newark-Jersey City, NY-NJ"
66205,20091,28140,"Kansas City, MO-KS"
35205,01073,13820,"Birmingham, AL"
85019,04013,38060,"Phoenix-Mesa-Chandler, AZ"
54169,55015,11540,"Appleton, WI"
45419,39113,19430,"Dayton-Kettering-Beavercreek, OH"
90255,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
91402,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
90064,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
71104,22017,43340,"Shreveport-Bossier City, LA"
97531,41033,24420,"Grants Pass, OR"
02482,25021,14460,"Boston-Cambridge-Newton, MA-NH"
12449,36111,28740,"Kingston, NY"
60612,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
64501,29021,41140,"St. Joseph, MO-KS"
91980,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
14905,36015,21300,"Elmira, NY"
07073,34003,35620,"New York-Newark-Jersey City, NY-NJ"
12733,36105,33910,"Monticello, NY"
18825,42115,,
55764,27061,24330,"Grand Rapids, MN"
77019,48201,26420,"Houston-Pasadena-The Woodlands, TX"
22314,51510,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
11950,36103,35620,"New York-Newark-Jersey City, NY-NJ"
40865,21095,,
19333,42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
92104,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
14068,36029,15380,"Buffalo-Cheektowaga, NY"
56529,27027,22020,"Fargo, ND-MN"
35221,01073,13820,"Birmingham, AL"
60194,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
32501,12033,37860,"Pensacola-Ferry Pass-Brent, FL"
85013,04013,38060,"Phoenix-Mesa-Chandler, AZ"
92103,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
35491,01063,46220,"Tuscaloosa, AL"
72083,05085,30780,"Little Rock-North Little Rock-Conway, AR"
59217,30083,,
16263,42005,38300,"Pittsburgh, PA"
45409,39113,19430,"Dayton-Kettering-Beavercreek, OH"
73770,40011,,
35208,01073,13820,"Birmingham, AL"
90278,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
77987,48285,,
95365,06047,32900,"Merced, CA"
72462,05121,,
11740,36103,35620,"New York-Newark-Jersey City, NY-NJ"
45212,39061,17140,"Cincinnati, OH-KY-IN"
19050,42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
94040,06085,41940,"San Jose-Sunnyvale-Santa Clara, CA"
16322,42053,,
44437,39155,49660,"Youngstown-Warren, OH"
33706,12103,45300,"Tampa-St. Petersburg-Clearwater, FL"
42321,21177,,
60112,17037,16980,"Chicago-Naperville-Elgin, IL-IN"
75759,48073,27380,"Jacksonville, TX"
33714,12103,45300,"Tampa-St. Petersburg-Clearwater, FL"
18641,42079,42540,"Scranton--Wilkes-Barre, PA"
64108,29095,28140,"Kansas City, MO-KS"
10523,36119,35620,"New York-Newark-Jersey City, NY-NJ"
18354,42089,20700,"East Stroudsburg, PA"
25180,54081,13220,"Beckley, WV"
28098,37071,16740,"Charlotte-Concord-Gastonia, NC-SC"
77401,48201,26420,"Houston-Pasadena-The Woodlands, TX"
90039,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
53717,55025,31540,"Madison, WI"
19026,42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
90012,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
62535,17115,19500,"Decatur, IL"
94602,06001,41860,"San Francisco-Oakland-Fremont, CA"
54978,55115,43020,"Shawano, WI"
67223,20173,48620,"Wichita, KS"
04631,23029,,
28524,37031,33980,"Morehead City, NC"
08010,34005,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
30177,13227,12060,"Atlanta-Sandy Springs-Roswell, GA"
90003,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
13205,36067,45060,"Syracuse, NY"
55055,27163,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
32903,12009,37340,"Palm Bay-Melbourne-Titusville, FL"
63048,29099,41180,"St. Louis, MO-IL"
12791,36105,33910,"Monticello, NY"
60649,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
07068,34013,35620,"New York-Newark-Jersey City, NY-NJ"
21644,24035,12580,"Baltimore-Columbia-Towson, MD"
95462,06097,42220,"Santa Rosa-Petaluma, CA"
08014,34015,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
80237,08031,19740,"Denver-Aurora-Centennial, CO"
11385,36081,35620,"New York-Newark-Jersey City, NY-NJ"
92313,06071,40140,"Riverside-San Bernardino-Ontario, CA"
07852,34027,35620,"New York-Newark-Jersey City, NY-NJ"
94516,06013,41860,"San Francisco-Oakland-Fremont, CA"
00920,72127,41980,"San Juan-Bayamón-Caguas, PR"
20860,24031,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
06442,09007,,
95819,06067,40900,"Sacramento-Roseville-Folsom, CA"
21723,24027,12580,"Baltimore-Columbia-Towson, MD"
22964,51125,16820,"Charlottesville, VA"
20733,24003,12580,"Baltimore-Columbia-Towson, MD"
32330,12039,45220,"Tallahassee, FL"
85378,04013,38060,"Phoenix-Mesa-Chandler, AZ"
90016,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
33168,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL"
95714,06061,40900,"Sacramento-Roseville-Folsom, CA"
01118,25013,44140,"Springfield, MA"
90041,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
74128,40143,46140,"Tulsa, OK"
35064,01073,13820,"Birmingham, AL"
02453,25017,14460,"Boston-Cambridge-Newton, MA-NH"
21209,24005,12580,"Baltimore-Columbia-Towson, MD"
19301,42029,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
34289,12115,35840,"North Port-Bradenton-Sarasota, FL"
19144,42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
11570,36059,35620,"New York-Newark-Jersey City, NY-NJ"
21524,24001,19060,"Cumberland, MD-WV"
12115,36021,26460,"Hudson, NY"
68105,31055,36540,"Omaha, NE-IA"
91403,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
02713,25007,47240,"Vineyard Haven, MA"
97239,41051,38900,"Portland-Vancouver-Hillsboro, OR-WA"
55026,27049,39860,"Red Wing, MN"
78347,48355,18580,"Corpus Christi, TX"
61322,17011,36837,"Ottawa, IL"
44405,39099,49660,"Youngstown-Warren, OH"
46409,18089,16980,"Chicago-Naperville-Elgin, IL-IN"
70721,22047,12940,"Baton Rouge, LA"
90277,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
12489,36111,28740,"Kingston, NY"
41751,21193,,
88255,35015,16100,"Carlsbad-Artesia, NM"
60707,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
92139,06073,41740,"San Diego-Chula Vista-Carlsbad, CA"
84326,49005,30860,"Logan, UT-ID"
04017,23005,38860,"Portland-South Portland, ME"
90732,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
30021,13089,12060,"Atlanta-Sandy Springs-Roswell, GA"
34242,12115,35840,"North Port-Bradenton-Sarasota, FL"
25303,54039,16620,"Charleston, WV"
85309,04013,38060,"Phoenix-Mesa-Chandler, AZ"
75233,48113,19100,"Dallas-Fort Worth-Arlington, TX"
78721,48453,12420,"Austin-Round Rock-San Marcos, TX"
50316,19153,19780,"Des Moines-West Des Moines, IA"
32193,12107,37260,"Palatka, FL"
21814,24045,41540,"Salisbury, MD"
11236,36047,35620,"New York-Newark-Jersey City, NY-NJ"
20816,24031,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
95116,06085,41940,"San Jose-Sunnyvale-Santa Clara, CA"
62622,17017,,
01560,25027,49340,"Worcester, MA"
50145,19181,19780,"Des Moines-West Des Moines, IA"
76466,48133,,
10533,36119,35620,"New York-Newark-Jersey City, NY-NJ"
77565,48167,26420,"Houston-Pasadena-The Woodlands, TX"
44301,39153,10420,"Akron, OH"
34236,12115,35840,"North Port-Bradenton-Sarasota, FL"
99607,02050,,
02861,44007,39300,"Providence-Warwick, RI-MA"
54211,55029,,
23356,51001,,
11739,36103,35620,"New York-Newark-Jersey City, NY-NJ"
04653,23009,,
96813,15003,46520,"Urban Honolulu, HI"
64847,29119,,
95471,06097,42220,"Santa Rosa-Petaluma, CA"
10526,36119,35620,"New York-Newark-Jersey City, NY-NJ"
60624,17031,16980,"Chicago-Naperville-Elgin, IL-IN"
11783,36059,35620,"New York-Newark-Jersey City, NY-NJ"
53183,55133,33340,"Milwaukee-Waukesha, WI"
02130,25025,14460,"Boston-Cambridge-Newton, MA-NH"
92706,06059,31080,"Los Angeles-Long Beach-Anaheim, CA"
91401,06037,31080,"Los Angeles-Long Beach-Anaheim, CA"
71748,05039,,
26424,54091,17220,"Clarksburg, WV"
19085,42045,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
63109,29510,41180,"St. Louis, MO-IL"
43734,39119,49780,"Zanesville, OH"
40816,21131,,
30317,13089,12060,"Atlanta-Sandy Springs-Roswell, GA"
06120,09003,,
01119,25013,44140,"Springfield, MA"
05034,50027,30150,"Lebanon-Claremont, NH-VT"
12031,36095,10580,"Albany-Schenectady-Troy, NY"
76155,48439,19100,"Dallas-Fort Worth-Arlington, TX"
23422,51001,,
